PESEL;Id_badanie;
68010308085;Id_25;
68021409593;Id_20;
68021409593;Id_15;
68021905428;Id_23;
68021905428;Id_26;
68021905428;Id_25;
68021905428;Id_19;
68021905428;Id_21;
68021905428;Id_17;
68031310463;Id_26;
68031310463;Id_25;
68033108127;Id_23;
68033108127;Id_26;
68033108127;Id_25;
68041406158;Id_26;
68041406158;Id_19;
68041406158;Id_8;
68042006021;Id_26;
68042006021;Id_25;
68042717761;Id_23;
68042717761;Id_19;
68042717761;Id_25;
68042717761;Id_17;
68063014192;Id_23;
68063014192;Id_26;
68063014192;Id_19;
68063014192;Id_22;
68063014192;Id_25;
68072816878;Id_23;
68072816878;Id_26;
68072816878;Id_15;
68072816878;Id_17;
68081498747;Id_23;
68081498747;Id_26;
68081498747;Id_25;
68082107375;Id_19;
68082107375;Id_22;
68082107375;Id_14;
68082107375;Id_21;
68082107375;Id_18;
68082107375;Id_20;
68082107375;Id_23;
68082107375;Id_26;
68082905768;Id_23;
68082905768;Id_26;
68082905768;Id_19;
68082905768;Id_22;
68082905768;Id_16;
68082905768;Id_25;
68082905768;Id_21;
68082905768;Id_17;
68112308383;Id_21;
68112308383;Id_24;
68112308383;Id_18;
68120503439;Id_19;
68121704235;Id_23;
68121704235;Id_26;
68121704235;Id_25;
68122105676;Id_23;
68122105676;Id_26;
68122105676;Id_24;
69010602322;Id_24;
69012505586;Id_19;
69012505586;Id_24;
69012505586;Id_18;
69021102501;Id_20;
69021102501;Id_22;
69021102501;Id_24;
69021102501;Id_18;
69031508599;Id_20;
69031508599;Id_16;
69031508599;Id_24;
69031508599;Id_22;
69031508599;Id_18;
69041813438;Id_21;
69041815225;Id_23;
69041815225;Id_19;
69052406393;Id_23;
69062810931;Id_26;
69062810931;Id_19;
69062810931;Id_25;
69072206491;Id_9;
69101800943;Id_23;
69111903067;Id_26;
69112708104;Id_23;
69112708104;Id_26;
69112708104;Id_25;
69112708104;Id_19;
69112708104;Id_17;
69112708104;Id_24;
69112708104;Id_18;
70033004403;Id_22;
70041708805;Id_23;
70041708805;Id_26;
70041708805;Id_17;
70041708805;Id_25;
70041708805;Id_24;
70050606556;Id_25;
70050606556;Id_26;
70071307137;Id_20;
70071307137;Id_21;
70071307137;Id_23;
70071307137;Id_26;
70071307137;Id_19;
70071307137;Id_25;
70080221260;Id_20;
70080221260;Id_19;
70080221260;Id_21;
70080221260;Id_17;
70080221260;Id_18;
70082404957;Id_17;
70102009065;Id_24;
70102009065;Id_18;
70102204569;Id_19;
70102204569;Id_17;
70102204569;Id_24;
70110704666;Id_20;
70110704666;Id_24;
70110704666;Id_18;
70111203966;Id_19;
70111203966;Id_14;
70111203966;Id_25;
70111203966;Id_21;
70111203966;Id_17;
70111203966;Id_24;
70111203966;Id_18;
70111203966;Id_23;
71020705296;Id_20;
71020705296;Id_23;
71020705296;Id_26;
71020705296;Id_15;
71020705296;Id_21;
71030713168;Id_21;
71030713168;Id_24;
71030713168;Id_18;
71030713168;Id_17;
71030713168;Id_23;
71030713168;Id_26;
71030713168;Id_25;
71041705884;Id_23;
71041705884;Id_26;
71041705884;Id_22;
71041705884;Id_23;
71041705884;Id_26;
71041705884;Id_19;
71041705884;Id_14;
71041705884;Id_25;
71041705884;Id_21;
71041705884;Id_17;
71041705884;Id_24;
71041705884;Id_18;
71061303855;Id_25;
71061303855;Id_24;
71061303855;Id_26;
71073306491;Id_8;
71082411915;Id_21;
71090207313;Id_20;
71090207313;Id_26;
71090207313;Id_19;
71090207313;Id_15;
71090207313;Id_17;
71090207313;Id_24;
71090207313;Id_18;
71090405308;Id_21;
71090705767;Id_25;
71091503425;Id_24;
71091503425;Id_18;
71100802758;Id_19;
71100802758;Id_15;
71100802758;Id_21;
71103110221;Id_26;
71103110221;Id_25;
71121406229;Id_26;
72020107767;Id_23;
72020107767;Id_19;
72020107767;Id_17;
72021502868;Id_26;
72021502868;Id_23;
72021502868;Id_25;
72040311562;Id_26;
72040311562;Id_25;
72040605373;Id_26;
72040605373;Id_25;
72051615475;Id_23;
72051615475;Id_26;
72051615475;Id_19;
72051615475;Id_21;
72051615475;Id_17;
72051615475;Id_24;
72051615475;Id_18;
72062910174;Id_16;
72071601678;Id_20;
72071601678;Id_22;
72071601678;Id_14;
72081609042;Id_23;
72081609042;Id_25;
72081809954;Id_20;
72081809954;Id_23;
72081809954;Id_26;
72081809954;Id_15;
72081809954;Id_25;
72081809954;Id_21;
72081809954;Id_17;
72090108994;Id_6;
72090108994;Id_8;
72090108994;Id_11;
72090108994;Id_5;
72090108994;Id_13;
72100213221;Id_20;
72102203080;Id_22;
72102203080;Id_16;
72110111360;Id_20;
72110410575;Id_14;
72110410575;Id_21;
72120300576;Id_23;
72120701414;Id_26;
72120701414;Id_25;
72120701414;Id_24;
72120701414;Id_26;
73012303174;Id_26;
73020211836;Id_19;
73020211836;Id_24;
73020211836;Id_18;
73022006443;Id_23;
73022006443;Id_26;
73022006443;Id_25;
73022006443;Id_21;
73022006443;Id_19;
73022006443;Id_22;
73022006443;Id_25;
73022006443;Id_24;
73022006443;Id_18;
73031011474;Id_23;
73031011474;Id_19;
73040301443;Id_21;
73040301443;Id_24;
73040301443;Id_18;
73040301443;Id_20;
73042514052;Id_23;
73042514052;Id_26;
73042514052;Id_25;
73042514052;Id_21;
73042514052;Id_24;
73050611967;Id_26;
73050611967;Id_25;
73051005415;Id_20;
73051005415;Id_22;
73051005415;Id_21;
73061804623;Id_23;
73061804623;Id_26;
73061804623;Id_22;
73061804623;Id_16;
73061804623;Id_20;
73061804623;Id_25;
73062213991;Id_23;
73062213991;Id_26;
73062213991;Id_25;
73070313250;Id_26;
73070313250;Id_17;
73070313250;Id_24;
73070313250;Id_19;
73070313250;Id_18;
73070313250;Id_23;
73070313250;Id_25;
73071412460;Id_19;
73071412460;Id_17;
73072304898;Id_23;
73072304898;Id_26;
73072304898;Id_25;
73072705613;Id_20;
73072705613;Id_22;
73091413838;Id_21;
73100811112;Id_20;
73103007260;Id_24;
73111010733;Id_23;
73111010733;Id_26;
73111010733;Id_25;
73111111472;Id_15;
73111111472;Id_21;
73112103661;Id_16;
73112103661;Id_21;
73112103661;Id_22;
73112811371;Id_20;
73120209742;Id_22;
73120209742;Id_15;
73120502340;Id_20;
73120510983;Id_20;
73120510983;Id_24;
73120510983;Id_18;
73120603409;Id_23;
73120603409;Id_26;
73121406179;Id_20;
73121406179;Id_23;
73121406179;Id_26;
73121406179;Id_19;
73121406179;Id_22;
73121406179;Id_16;
73121406179;Id_25;
73121406179;Id_17;
73121406179;Id_24;
73121406179;Id_18;
74011612571;Id_20;
74022105637;Id_19;
74022105637;Id_21;
74022105637;Id_14;
74022717610;Id_19;
74022717610;Id_22;
74022717610;Id_16;
74022717610;Id_21;
74022717610;Id_18;
74031900092;Id_26;
74031900092;Id_25;
74032409572;Id_20;
74032409572;Id_21;
74032409572;Id_23;
74032409572;Id_26;
74032409572;Id_19;
74040213103;Id_15;
74040213103;Id_17;
74041201978;Id_26;
74041201978;Id_24;
74041315750;Id_16;
74041315750;Id_17;
74041315750;Id_24;
74041315750;Id_18;
74041907393;Id_20;
74041907393;Id_23;
74041907393;Id_25;
74041907393;Id_26;
74041914966;Id_23;
74041914966;Id_25;
74041914966;Id_26;
74051410975;Id_20;
74051811530;Id_23;
74051811530;Id_26;
74051811530;Id_25;
74051811530;Id_24;
74061904866;Id_20;
74072100897;Id_20;
74072100897;Id_22;
74072100897;Id_24;
74072100897;Id_18;
74072100897;Id_23;
74072100897;Id_26;
74072100897;Id_25;
74080413057;Id_23;
74080413057;Id_26;
74080616573;Id_23;
74080616573;Id_25;
74081905364;Id_20;
74082602956;Id_20;
74082602956;Id_23;
74082602956;Id_26;
74082602956;Id_19;
74082602956;Id_25;
74090104574;Id_20;
74090104574;Id_17;
74090104574;Id_18;
74090104574;Id_23;
74090104574;Id_26;
74090104574;Id_16;
74092209857;Id_26;
74092209857;Id_25;
74092209857;Id_24;
74092807512;Id_21;
74092807512;Id_24;
74092807512;Id_18;
74110103172;Id_19;
74110103172;Id_21;
74110103172;Id_17;
74110103172;Id_24;
74110103172;Id_18;
74110103172;Id_26;
74110103172;Id_25;
74122401262;Id_19;
75012616816;Id_26;
75012616816;Id_25;
75012616816;Id_17;
75013001112;Id_20;
75013001112;Id_23;
75040908514;Id_26;
75073113561;Id_23;
75073113561;Id_26;
75073113561;Id_19;
75073113561;Id_16;
75073113561;Id_25;
75101514551;Id_19;
75101514551;Id_25;
75101514551;Id_17;
75101514551;Id_24;
75101514551;Id_18;
75110805538;Id_23;
75110805538;Id_26;
75110805538;Id_25;
75112002667;Id_24;
75112002667;Id_18;
75112705294;Id_20;
75112705294;Id_23;
75112705294;Id_26;
76010512128;Id_20;
76010512128;Id_22;
76010512128;Id_16;
76010512128;Id_25;
76010512128;Id_21;
76010814381;Id_20;
76020715560;Id_19;
76020715560;Id_25;
76020715560;Id_17;
76021112229;Id_23;
76021112229;Id_25;
76030319994;Id_19;
76030319994;Id_25;
76030319994;Id_26;
76030319994;Id_15;
76031210003;Id_22;
76031210003;Id_16;
76031317632;Id_20;
76031317632;Id_23;
76040616580;Id_23;
76041417494;Id_23;
76041417494;Id_19;
76041417494;Id_22;
76041417494;Id_18;
76082105309;Id_26;
76082105309;Id_25;
76082908582;Id_26;
76082908582;Id_25;
76090410790;Id_19;
76090410790;Id_24;
76090410790;Id_18;
76100405054;Id_16;
76100503653;Id_20;
76102200375;Id_20;
76102200375;Id_23;
76102200375;Id_26;
76102200375;Id_19;
76103015255;Id_26;
76111504730;Id_20;
76111504730;Id_23;
76111504730;Id_26;
76111902521;Id_20;
76111902521;Id_23;
76111902521;Id_26;
76111902521;Id_19;
76111902521;Id_25;
76111902521;Id_17;
76111902521;Id_24;
76111902521;Id_18;
76113002380;Id_20;
76113002380;Id_23;
76121812245;Id_6;
76121812245;Id_13;
76121812245;Id_12;
76122202560;Id_25;
76122705933;Id_19;
76122705933;Id_17;
77011011470;Id_22;
77011405004;Id_20;
77011405004;Id_19;
77011405004;Id_17;
77011405004;Id_24;
77011405004;Id_18;
77011405004;Id_23;
77011405004;Id_26;
77011405004;Id_25;
77013016039;Id_11;
77013016039;Id_5;
77013016039;Id_13;
77013016039;Id_2;
77013016039;Id_7;
77013016039;Id_10;
77013016039;Id_8;
77013016039;Id_11;
77013016039;Id_7;
77020405662;Id_26;
77020405662;Id_25;
77020413502;Id_20;
77020413502;Id_23;
77020413502;Id_26;
77020413502;Id_25;
77020413502;Id_19;
77020413502;Id_15;
77020413502;Id_25;
77020413502;Id_17;
77020413502;Id_24;
77020413502;Id_18;
77020807433;Id_23;
77020807433;Id_26;
77020807433;Id_16;
77020807433;Id_25;
77021713280;Id_23;
77021713280;Id_26;
77021713280;Id_19;
77021713280;Id_22;
77021713280;Id_16;
77021713280;Id_25;
77030713085;Id_17;
77030713085;Id_24;
77030713085;Id_18;
77032211260;Id_20;
77032211260;Id_23;
77032211260;Id_26;
77032211260;Id_24;
77032211260;Id_18;
77041414115;Id_20;
77051511813;Id_20;
77051511813;Id_23;
77051511813;Id_26;
77051511813;Id_22;
77051511813;Id_24;
77051716095;Id_23;
77051716095;Id_26;
77051716095;Id_25;
77051807107;Id_24;
77051910922;Id_12;
77052508106;Id_20;
77052508106;Id_19;
77052508106;Id_22;
77052508106;Id_17;
77071905180;Id_23;
77071905180;Id_26;
77072206491;Id_12;
77073108024;Id_23;
77073108024;Id_26;
77073108024;Id_19;
77073108024;Id_22;
77073108024;Id_16;
77073108024;Id_25;
77073108024;Id_24;
77073108024;Id_18;
77081402107;Id_23;
77081402107;Id_26;
77082009891;Id_23;
77082009891;Id_19;
77082009891;Id_26;
77082009891;Id_25;
77082009891;Id_24;
77112402034;Id_19;
77112402034;Id_15;
77112402034;Id_21;
77112402034;Id_17;
78010204038;Id_20;
78010204038;Id_23;
78010204038;Id_26;
78010204038;Id_22;
78010204038;Id_24;
78010716914;Id_19;
78010716914;Id_25;
78010716914;Id_21;
78010716914;Id_17;
78010716914;Id_18;
78010716914;Id_20;
78010716914;Id_23;
78013002472;Id_26;
78013002472;Id_25;
78013002472;Id_19;
78013002472;Id_15;
78020106331;Id_20;
78020106331;Id_26;
78020106331;Id_17;
78020106331;Id_23;
78020106331;Id_18;
78020106331;Id_19;
78020106331;Id_25;
78020305679;Id_20;
78020305679;Id_22;
78040912215;Id_19;
78040912215;Id_21;
78040912215;Id_17;
78040912215;Id_18;
78041212758;Id_19;
78050206423;Id_20;
78050206423;Id_19;
78050206423;Id_21;
78053100625;Id_20;
78060703471;Id_20;
78060703471;Id_23;
78060703471;Id_26;
78060703471;Id_22;
78060703471;Id_24;
78062513119;Id_20;
78062513119;Id_19;
78062513119;Id_21;
78062513119;Id_17;
78070605255;Id_20;
78070605255;Id_23;
78070605255;Id_19;
78070605255;Id_22;
78070605255;Id_17;
78070605255;Id_24;
78071105129;Id_20;
78071105129;Id_26;
78071105129;Id_17;
78073106371;Id_25;
78080211201;Id_26;
78080211201;Id_19;
78081205677;Id_26;
78081205677;Id_25;
78090410169;Id_26;
78090410169;Id_25;
78090410169;Id_24;
78092312636;Id_25;
78092312636;Id_25;
78092610177;Id_20;
78092610177;Id_23;
78092610177;Id_26;
78092610177;Id_25;
78092610177;Id_6;
78092610177;Id_16;
78100113851;Id_26;
78100113851;Id_19;
78100113851;Id_22;
78100113851;Id_16;
78100113851;Id_24;
78100113851;Id_18;
78101210090;Id_26;
78101210090;Id_19;
78101210090;Id_25;
78101714150;Id_23;
78101714150;Id_19;
78101714150;Id_26;
78101714150;Id_25;
78101714150;Id_17;
78101714150;Id_24;
78110508097;Id_23;
78110508097;Id_26;
78110508097;Id_22;
78110508097;Id_16;
78110508097;Id_25;
78110508097;Id_24;
78121216432;Id_23;
78121216432;Id_26;
78121216432;Id_17;
78121216432;Id_24;
78121216432;Id_18;
78121216432;Id_25;
78123009351;Id_20;
78123009351;Id_19;
78123009351;Id_21;
78123009351;Id_17;
78123009351;Id_24;
78123009351;Id_18;
78123009351;Id_16;
78123009351;Id_25;
78123009351;Id_26;
79012101902;Id_23;
79012101902;Id_22;
79012101902;Id_16;
79012101902;Id_24;
79012101902;Id_18;
79012214111;Id_20;
79012214111;Id_26;
79012214111;Id_19;
79012214111;Id_22;
79012214111;Id_24;
79012214111;Id_18;
79021111148;Id_15;
79021111149;Id_21;
79021111150;Id_17;
79021111154;Id_26;
79021111155;Id_25;
79030209537;Id_20;
79030209537;Id_23;
79030209537;Id_26;
79032110785;Id_26;
79032601917;Id_20;
79032601917;Id_23;
79032601917;Id_26;
79032601917;Id_22;
79032700937;Id_15;
79032700937;Id_17;
79032700937;Id_24;
79032700937;Id_18;
79032700937;Id_20;
79032700937;Id_26;
79032700937;Id_19;
79040404278;Id_20;
79040404278;Id_22;
79040404278;Id_16;
79040404278;Id_25;
79040404278;Id_24;
79040404278;Id_18;
79041201492;Id_23;
79041201492;Id_26;
79041201492;Id_22;
79041201492;Id_16;
79041201492;Id_25;
79041211112;Id_19;
79041211112;Id_16;
79041211112;Id_20;
79041211112;Id_26;
79043017228;Id_13;
79043017228;Id_3;
79052708579;Id_19;
79052708579;Id_25;
79052813093;Id_23;
79052813093;Id_26;
79052813093;Id_16;
79052813093;Id_25;
79060905948;Id_24;
79071604014;Id_20;
79071604014;Id_23;
79071604014;Id_26;
79071604014;Id_19;
79071604014;Id_22;
79071817259;Id_23;
79071817259;Id_26;
79071817259;Id_19;
79071817259;Id_25;
79080601464;Id_25;
79080601464;Id_21;
79081015215;Id_20;
79081015215;Id_22;
79081015215;Id_15;
79081015215;Id_21;
79081015215;Id_17;
79081015215;Id_18;
79082205031;Id_25;
79083110932;Id_20;
79083110932;Id_23;
79083110932;Id_26;
79083110932;Id_22;
79083110932;Id_8;
79091903091;Id_20;
79091903091;Id_19;
79091903091;Id_17;
79091903091;Id_24;
79091903091;Id_18;
79102805045;Id_23;
79102805045;Id_26;
79102805045;Id_25;
79102805045;Id_19;
79110504145;Id_24;
79110504145;Id_18;
79111100738;Id_19;
79111100738;Id_21;
79111100738;Id_17;
79111100738;Id_24;
79111100738;Id_18;
79111100738;Id_20;
79111100738;Id_23;
79111100738;Id_26;
79111100738;Id_25;
80010513110;Id_20;
80010513110;Id_23;
80010513110;Id_26;
80010513110;Id_24;
80020600297;Id_25;
80020900939;Id_20;
80020900939;Id_23;
80020900939;Id_26;
80020900939;Id_19;
80021114069;Id_25;
80021114069;Id_21;
80021114069;Id_24;
80022305879;Id_24;
80032403462;Id_20;
80032403462;Id_19;
80032403462;Id_26;
80032403462;Id_25;
80032705717;Id_23;
80032705717;Id_14;
80032914904;Id_15;
80032914904;Id_17;
80033119261;Id_22;
80033119261;Id_20;
80042305376;Id_24;
80050414811;Id_20;
80050414811;Id_21;
80050414811;Id_17;
80052703588;Id_24;
80052703588;Id_18;
80053010304;Id_23;
80053010304;Id_26;
80053010304;Id_25;
80070601934;Id_24;
80071012751;Id_26;
80071012751;Id_25;
80071505381;Id_20;
80071505381;Id_26;
80071505381;Id_17;
80071505381;Id_24;
80090501526;Id_20;
80090501526;Id_23;
80090501526;Id_26;
80090501526;Id_19;
80090804360;Id_23;
80090804360;Id_26;
80090804360;Id_17;
80090804360;Id_24;
80092717206;Id_26;
80092717206;Id_25;
80092717206;Id_26;
80092717206;Id_25;
80102111912;Id_19;
80102111912;Id_21;
80102111912;Id_17;
80102111912;Id_24;
80102111912;Id_18;
80110313348;Id_20;
80110313348;Id_19;
80110313348;Id_22;
80110313348;Id_23;
80110313348;Id_26;
80112706467;Id_20;
80120617405;Id_20;
80120617405;Id_23;
80120617405;Id_22;
80120617405;Id_26;
80120617405;Id_19;
80120617405;Id_25;
80120617405;Id_21;
80120617405;Id_17;
80120617405;Id_16;
80121118134;Id_23;
80121118134;Id_19;
80121711528;Id_24;
80121711528;Id_18;
80122200214;Id_26;
80122200214;Id_25;
80122200214;Id_17;
80122200214;Id_24;
81011205762;Id_20;
81011205762;Id_23;
81011205762;Id_26;
81011205762;Id_22;
81011205762;Id_24;
81012509247;Id_20;
81012509247;Id_23;
81012509247;Id_26;
81012509247;Id_19;
81012702497;Id_20;
81012702497;Id_26;
81012702497;Id_19;
81012702497;Id_26;
81012702497;Id_22;
81012702497;Id_16;
81020503879;Id_19;
81020503879;Id_17;
81020905091;Id_26;
81020905091;Id_22;
81020905091;Id_24;
81041109688;Id_5;
81041109689;Id_13;
81042920429;Id_19;
81042920429;Id_17;
81042920429;Id_26;
81042920429;Id_19;
81042920429;Id_21;
81042920429;Id_18;
81051014146;Id_20;
81051014146;Id_18;
81051400754;Id_23;
81051400754;Id_26;
81051400754;Id_19;
81051400754;Id_25;
81061303540;Id_19;
81061303540;Id_15;
81070406719;Id_19;
81070406719;Id_23;
81070406719;Id_26;
81070406719;Id_25;
81070514373;Id_20;
81070514373;Id_19;
